 ip.proto, ip.itl, ip.ttl, ip.len, ip.id/udp/tcp.sport, udp.len/tcp.window, label,type
17,5,255,140,46988,5353,120,0
17,5,2,202,53325,3844,182,0
17,5,2,202,48158,3844,182,0
17,5,2,202,6640,3844,182,0
17,5,2,202,57387,3844,182,0
17,5,2,202,38933,3844,182,0
17,5,2,202,22224,3844,182,0
17,5,2,202,59162,3844,182,0
17,5,2,202,19815,3844,182,0
17,5,2,202,40927,3844,182,0
