 ip.proto, ip.itl, ip.ttl, ip.len, ip.id/udp/tcp.sport, udp.len/tcp.window, label,type
17,5,128,75,44902,4011,55,4
17,5,128,75,44903,4011,55,4
17,5,128,75,44904,4011,55,4
17,5,128,75,44905,4011,55,4
17,5,128,75,44906,4011,55,4
17,5,128,75,44907,4011,55,4
17,5,128,75,44908,4011,55,4
17,5,128,75,44909,4011,55,4
17,5,128,75,44910,4011,55,4
17,5,128,75,44911,4011,55,4
17,5,128,75,44912,4011,55,4
17,5,128,75,44913,4011,55,4
17,5,128,75,44914,4011,55,4
17,5,128,75,44915,4011,55,4
17,5,128,75,44916,4011,55,4
17,5,128,75,44917,4011,55,4
6,5,128,262,33017,42024,517,4
17,5,128,75,44918,4011,55,4
17,5,128,75,44919,4011,55,4
17,5,128,75,44920,4011,55,4
17,5,128,75,44921,4011,55,4
17,5,128,75,44922,4011,55,4
17,5,128,75,44923,4011,55,4
17,5,128,75,44924,4011,55,4
17,5,128,75,44925,4011,55,4
17,5,128,75,44926,4011,55,4
17,5,128,75,44927,4011,55,4
17,5,128,75,44928,4011,55,4
17,5,128,75,44929,4011,55,4
17,5,128,75,44930,4011,55,4
17,5,128,75,44931,4011,55,4
17,5,128,75,44932,4011,55,4
17,5,128,75,44933,4011,55,4
17,5,128,75,44934,4011,55,4
17,5,128,75,44935,4011,55,4
17,5,128,75,44936,4011,55,4
17,5,128,75,44937,4011,55,4
17,5,128,75,44938,4011,55,4
17,5,128,75,44939,4011,55,4
17,5,128,75,44940,4011,55,4
17,5,128,75,44941,4011,55,4
17,5,128,75,44942,4011,55,4
17,5,128,75,44943,4011,55,4
17,5,128,75,44944,4011,55,4
17,5,128,75,44945,4011,55,4
17,5,128,75,44946,4011,55,4
17,5,128,75,44947,4011,55,4
17,5,128,75,44948,4011,55,4
17,5,128,75,44949,4011,55,4
17,5,128,75,44950,4011,55,4
17,5,128,75,44951,4011,55,4
17,5,128,61,6583,61341,41,4
6,5,128,52,15854,42095,64240,4
6,5,128,52,15855,42096,64240,4
6,5,128,40,15856,42095,517,4
6,5,128,557,15857,42095,517,4
6,5,128,40,15858,42096,517,4
6,5,128,557,15859,42096,517,4
6,5,128,40,15860,42095,517,4
6,5,128,40,15861,42096,517,4
6,5,128,40,15862,42095,515,4
6,5,128,231,15863,42095,515,4
6,5,128,231,15864,42096,515,4
6,5,128,652,15865,42095,515,4
6,5,128,652,15866,42096,515,4
6,5,128,71,15867,42095,514,4
6,5,128,40,15868,42095,514,4
6,5,128,71,15869,42096,514,4
6,5,128,40,15870,42096,514,4
6,5,128,40,15871,42095,514,4
6,5,128,40,15872,42096,514,4
17,5,128,58,6584,52120,38,4
6,5,128,52,41755,42097,64240,4
6,5,128,52,15873,42098,64240,4
6,5,128,40,41756,42097,517,4
6,5,128,40,33018,42027,514,4
6,5,128,262,33019,42024,517,4
6,5,128,40,15874,42098,517,4
6,5,128,557,41757,42097,517,4
6,5,128,40,41758,42097,517,4
6,5,128,40,41759,42097,515,4
6,5,128,231,41760,42097,515,4
6,5,128,286,41761,42097,515,4
6,5,128,40,41762,42097,517,4
6,5,128,71,41763,42097,517,4
6,5,128,40,41764,42097,517,4
6,5,128,52,15875,42099,64240,4
6,5,128,557,15876,42098,517,4
17,5,128,75,44952,4011,55,4
17,5,128,75,44953,4011,55,4
6,5,128,40,15877,42098,517,4
6,5,128,40,15878,42098,515,4
17,5,128,75,44954,4011,55,4
17,5,128,75,44955,4011,55,4
6,5,128,231,15879,42098,515,4
6,5,128,484,33020,42024,517,4
6,5,128,528,15880,42098,515,4
17,5,128,75,44956,4011,55,4
17,5,128,75,44957,4011,55,4
6,5,128,71,15881,42098,514,4
17,5,128,75,44958,4011,55,4
6,5,128,40,15882,42098,514,4
17,5,128,75,44959,4011,55,4
6,5,128,40,15883,42098,514,4
17,5,128,75,44960,4011,55,4
17,5,128,75,44961,4011,55,4
17,5,128,75,44962,4011,55,4
17,5,128,75,44963,4011,55,4
6,5,128,71,41765,42097,517,4
6,5,128,40,41766,42097,517,4
17,5,128,75,44964,4011,55,4
17,5,128,75,44965,4011,55,4
17,5,128,75,44966,4011,55,4
17,5,128,75,44967,4011,55,4
17,5,128,75,44968,4011,55,4
17,5,128,75,44969,4011,55,4
17,5,128,75,44970,4011,55,4
17,5,128,75,44971,4011,55,4
17,5,128,75,44972,4011,55,4
17,5,128,75,44973,4011,55,4
17,5,128,75,44974,4011,55,4
17,5,128,75,44975,4011,55,4
17,5,128,75,44976,4011,55,4
17,5,128,75,44977,4011,55,4
17,5,128,75,44978,4011,55,4
17,5,128,75,44979,4011,55,4
17,5,128,75,44980,4011,55,4
17,5,128,75,44981,4011,55,4
17,5,128,75,44982,4011,55,4
17,5,128,75,44983,4011,55,4
17,5,128,75,44984,4011,55,4
17,5,128,75,44985,4011,55,4
17,5,128,75,44986,4011,55,4
17,5,128,75,44987,4011,55,4
17,5,128,75,44988,4011,55,4
17,5,128,75,44989,4011,55,4
17,5,128,75,44990,4011,55,4
17,5,128,75,44991,4011,55,4
17,5,128,75,44992,4011,55,4
6,5,128,40,15884,42099,517,4
17,5,128,75,44993,4011,55,4
17,5,128,75,44994,4011,55,4
6,5,128,557,15885,42099,517,4
17,5,128,75,44995,4011,55,4
17,5,128,75,44996,4011,55,4
17,5,128,75,44997,4011,55,4
17,5,128,75,44998,4011,55,4
17,5,128,75,44999,4011,55,4
17,5,128,75,45000,4011,55,4
17,5,128,75,45001,4011,55,4
17,5,128,75,45002,4011,55,4
17,5,128,112,41999,54788,92,4
6,5,128,40,15886,42099,517,4
6,5,128,52,15887,42099,517,4
6,5,128,52,15888,42099,517,4
6,5,128,40,15889,42099,0,4
6,5,128,40,21939,42093,0,4
17,5,128,83,45003,4011,63,4
6,5,128,52,32995,42100,65535,4
17,5,128,75,45004,4011,55,4
17,5,128,75,45005,4011,55,4
17,5,128,75,45006,4011,55,4
17,5,128,75,45007,4011,55,4
17,5,128,75,45008,4011,55,4
17,5,128,63,6585,63695,43,4
6,5,128,262,33021,42024,517,4
17,5,128,63,40932,63695,43,4
6,5,128,52,19616,42101,65535,4
6,5,128,52,32996,42100,65535,4
2,6,1,32,12217,0,0,4
6,5,128,52,32997,42100,65535,4
17,5,128,75,45009,4011,55,4
17,5,128,75,45010,4011,55,4
6,5,128,52,19617,42101,65535,4
6,5,128,40,19618,42101,1024,4
6,5,128,209,19619,42101,1024,4
6,5,128,40,19620,42101,1024,4
6,5,128,40,19621,42101,1024,4
6,5,128,133,19622,42101,1024,4
6,5,128,40,19623,42101,1023,4
6,5,128,834,19624,42101,1023,4
6,5,128,40,19625,42101,1021,4
6,5,128,52,21940,42102,64240,4
6,5,128,52,21941,42103,64240,4
17,5,128,75,45011,4011,55,4
17,5,128,75,45012,4011,55,4
6,5,128,262,33022,42024,517,4
6,5,128,40,21942,42103,517,4
6,5,128,40,21943,42102,517,4
6,5,128,223,21944,42103,517,4
6,5,128,223,21945,42102,517,4
6,5,128,52,21946,42103,517,4
6,5,128,40,21947,42103,517,4
6,5,128,40,21948,42102,517,4
6,5,128,133,21949,42103,517,4
6,5,128,133,21950,42102,517,4
6,5,128,214,21951,42102,516,4
6,5,128,214,21952,42103,516,4
6,5,128,207,21953,42103,516,4
6,5,128,829,21954,42102,516,4
6,5,128,40,21955,42103,514,4
6,5,128,40,21956,42102,515,4
6,5,128,40,19626,42101,0,4
6,5,128,40,21957,42103,0,4
6,5,128,40,21958,42102,0,4
17,5,128,75,45013,4011,55,4
2,6,1,32,11048,0,0,4
17,5,128,60,6586,63789,40,4
17,5,128,112,42000,54788,92,4
6,5,128,40,6240,42025,0,4
17,5,128,60,40933,63789,40,4
17,5,128,75,45014,4011,55,4
17,5,128,75,45015,4011,55,4
17,5,128,75,45016,4011,55,4
17,5,128,60,6587,63789,40,4
17,5,128,83,45017,4011,63,4
6,5,128,262,33023,42024,517,4
17,5,128,75,45018,4011,55,4
17,5,128,75,45019,4011,55,4
17,5,128,83,45020,4011,63,4
17,5,128,83,45021,4011,63,4
17,5,128,78,59102,137,58,4
17,5,128,63,6588,51082,43,4
17,5,1,56,27015,5353,36,4
17,5,1,56,27016,5353,36,4
17,5,1,50,12218,57973,30,4
17,5,1,50,12219,53661,30,4
17,5,1,50,12220,57973,30,4
17,5,1,50,12221,53661,30,4
17,5,128,75,45022,4011,55,4
17,5,128,78,59103,137,58,4
17,5,1,56,27017,5353,36,4
17,5,1,56,27018,5353,36,4
17,5,128,72,30832,53662,52,4
17,5,128,78,59104,137,58,4
6,5,128,262,33024,42024,517,4
17,5,128,83,45023,4011,63,4
17,5,128,112,42001,54788,92,4
17,5,128,75,45024,4011,55,4
17,5,128,83,45025,4011,63,4
17,5,128,75,45026,4011,55,4
17,5,128,403,45027,4011,383,4
17,5,128,60,6589,60429,40,4
6,5,128,262,33025,42024,517,4
6,5,128,262,33026,42024,517,4
17,5,128,60,40934,60429,40,4
6,5,128,262,33027,42024,517,4
6,5,128,262,33028,42024,517,4
17,5,128,83,45028,4011,63,4
17,5,128,60,6590,60429,40,4
6,5,128,40,52062,42092,32768,4
6,5,128,40,32593,42086,32768,4
17,5,128,61,6591,63552,41,4
17,5,128,61,40935,63552,41,4
6,5,128,52,14865,42108,65535,4
6,5,128,40,52063,42092,32768,4
6,5,128,40,32594,42086,32768,4
6,5,128,40,14866,42108,32768,4
6,5,128,371,14867,42108,32768,4
6,5,128,52,14868,42108,32768,4
6,5,128,52,14869,42108,32768,4
6,5,128,52,14870,42108,32768,4
6,5,128,40,14871,42108,32768,4
6,5,128,166,14872,42108,32768,4
6,5,128,333,14873,42108,32639,4
6,5,128,52,14874,42108,32768,4
6,5,128,52,14875,42108,32768,4
6,5,128,40,21959,42087,515,4
6,5,128,71,21960,42087,515,4
6,5,128,40,21961,42087,515,4
6,5,128,52,14876,42108,32768,4
6,5,128,52,14877,42108,32768,4
6,5,128,52,14878,42108,32768,4
6,5,128,52,14879,42108,32768,4
6,5,128,52,14880,42108,32768,4
6,5,128,52,14881,42108,32768,4
6,5,128,52,14882,42108,32768,4
6,5,128,52,14883,42108,32768,4
6,5,128,52,14884,42108,32768,4
6,5,128,52,14885,42108,32768,4
6,5,128,52,14886,42108,32768,4
6,5,128,52,14887,42108,32768,4
6,5,128,52,14888,42108,32768,4
6,5,128,52,14889,42108,32768,4
6,5,128,52,14890,42108,32768,4
6,5,128,52,14891,42108,32481,4
6,5,128,52,14892,42108,32768,4
6,5,128,52,14893,42108,32768,4
6,5,128,138,43794,41931,512,4
6,5,128,52,14894,42108,32768,4
6,5,128,52,14895,42108,32768,4
6,5,128,52,14896,42108,32768,4
6,5,128,52,14897,42108,32768,4
6,5,128,52,14898,42108,32768,4
6,5,128,52,14899,42108,32768,4
6,5,128,52,14900,42108,32768,4
6,5,128,52,14901,42108,32768,4
6,5,128,52,14902,42108,32768,4
6,5,128,52,14903,42108,32768,4
6,5,128,52,14904,42108,32768,4
6,5,128,52,14905,42108,32768,4
6,5,128,52,14906,42108,32768,4
6,5,128,52,14907,42108,32768,4
6,5,128,52,14908,42108,32768,4
6,5,128,52,14909,42108,32768,4
6,5,128,52,14910,42108,32768,4
6,5,128,52,14911,42108,32768,4
6,5,128,52,14912,42108,32768,4
6,5,128,52,14913,42108,32768,4
6,5,128,52,14914,42108,32768,4
6,5,128,52,14915,42108,32768,4
6,5,128,52,14916,42108,32768,4
6,5,128,60,14917,42108,32768,4
6,5,128,68,14918,42108,32768,4
6,5,128,68,14919,42108,32768,4
6,5,128,68,14920,42108,32768,4
6,5,128,60,14921,42108,32768,4
6,5,128,40,43795,41931,512,4
6,5,128,60,14922,42108,32768,4
6,5,128,60,14923,42108,32768,4
6,5,128,60,14924,42108,32768,4
6,5,128,60,14925,42108,32768,4
6,5,128,60,14926,42108,32768,4
6,5,128,60,14927,42108,32768,4
6,5,128,60,14928,42108,32768,4
6,5,128,60,14929,42108,32768,4
6,5,128,60,14930,42108,32768,4
6,5,128,60,14931,42108,32768,4
6,5,128,60,14932,42108,32768,4
6,5,128,60,14933,42108,32768,4
6,5,128,60,14934,42108,32768,4
6,5,128,60,14935,42108,32768,4
6,5,128,60,14936,42108,32768,4
6,5,128,60,14937,42108,32768,4
6,5,128,60,14938,42108,32768,4
6,5,128,52,14939,42108,32768,4
6,5,128,52,14940,42108,32768,4
6,5,128,40,14941,42108,32768,4
17,5,128,112,42002,54788,92,4
6,5,128,40,33029,42027,514,4
6,5,128,262,33030,42024,517,4
6,5,128,358,33031,42024,517,4
6,5,128,40,10476,42042,0,4
17,5,128,147,45029,4011,127,4
17,5,128,67,45030,4011,47,4
17,5,128,59,6592,59070,39,4
17,5,128,59,40936,59070,39,4
6,5,128,52,5242,42109,65535,4
6,5,128,40,5243,42109,32768,4
6,5,128,271,5244,42109,32768,4
6,5,128,40,5245,42109,32768,4
6,5,128,40,5246,42109,32768,4
6,5,128,52,5247,42109,32768,4
6,5,128,52,5248,42109,32768,4
6,5,128,52,5249,42109,32768,4
6,5,128,52,5250,42109,32768,4
6,5,128,52,5251,42109,32768,4
6,5,128,52,5252,42109,32768,4
6,5,128,52,5253,42109,32768,4
6,5,128,52,5254,42109,32768,4
6,5,128,52,5255,42109,32768,4
6,5,128,52,5256,42109,32768,4
6,5,128,52,5257,42109,32768,4
6,5,128,52,5258,42109,32768,4
6,5,128,52,5259,42109,32768,4
6,5,128,52,5260,42109,32768,4
6,5,128,52,5261,42109,32768,4
6,5,128,52,5262,42109,32768,4
6,5,128,52,5263,42109,32768,4
6,5,128,52,5264,42109,32768,4
6,5,128,52,5265,42109,32768,4
6,5,128,52,5266,42109,32768,4
6,5,128,52,5267,42109,32768,4
6,5,128,52,5268,42109,32768,4
6,5,128,52,5269,42109,32768,4
6,5,128,60,5270,42109,32768,4
6,5,128,60,5271,42109,32768,4
6,5,128,60,5272,42109,32768,4
6,5,128,60,5273,42109,32768,4
6,5,128,60,5274,42109,32768,4
6,5,128,60,5275,42109,32768,4
6,5,128,60,5276,42109,32768,4
6,5,128,60,5277,42109,32768,4
6,5,128,52,5278,42109,32768,4
6,5,128,52,5279,42109,32768,4
6,5,128,52,5280,42109,32768,4
6,5,128,52,5281,42109,32768,4
6,5,128,52,5282,42109,32768,4
6,5,128,52,5283,42109,32768,4
6,5,128,52,5284,42109,32768,4
6,5,128,52,5285,42109,32768,4
6,5,128,52,5286,42109,32768,4
6,5,128,52,5287,42109,32768,4
6,5,128,52,5288,42109,32768,4
6,5,128,52,5289,42109,32768,4
6,5,128,52,5290,42109,32768,4
6,5,128,40,5291,42109,32768,4
6,5,128,40,5292,42109,32768,4
6,5,128,40,5293,42109,32768,4
6,5,128,40,5294,42109,32768,4
6,5,128,40,5295,42109,32768,4
6,5,128,40,5296,42109,32768,4
6,5,128,40,5297,42109,32768,4
6,5,128,40,5298,42109,32768,4
6,5,128,40,5299,42109,32768,4
6,5,128,40,5300,42109,32768,4
6,5,128,40,5301,42109,32768,4
6,5,128,52,5302,42109,32768,4
6,5,128,52,5303,42109,32768,4
6,5,128,52,5304,42109,32768,4
6,5,128,52,5305,42109,32768,4
6,5,128,52,5306,42109,32768,4
6,5,128,52,5307,42109,32768,4
6,5,128,52,5308,42109,32768,4
6,5,128,52,5309,42109,32768,4
6,5,128,52,5310,42109,32768,4
6,5,128,52,5311,42109,32768,4
6,5,128,52,5312,42109,32768,4
6,5,128,52,5313,42109,32768,4
6,5,128,52,5314,42109,32768,4
6,5,128,52,5315,42109,32768,4
6,5,128,52,5316,42109,32768,4
6,5,128,52,5317,42109,32768,4
6,5,128,52,5318,42109,32768,4
6,5,128,52,5319,42109,32768,4
6,5,128,52,5320,42109,32768,4
6,5,128,52,5321,42109,32768,4
6,5,128,52,5322,42109,32768,4
6,5,128,52,5323,42109,32768,4
6,5,128,52,5324,42109,32768,4
6,5,128,52,5325,42109,32768,4
6,5,128,52,5326,42109,32768,4
6,5,128,60,5327,42109,32768,4
6,5,128,60,5328,42109,32768,4
6,5,128,60,5329,42109,32768,4
6,5,128,60,5330,42109,32768,4
6,5,128,60,5331,42109,32768,4
6,5,128,60,5332,42109,32768,4
6,5,128,60,5333,42109,32768,4
6,5,128,60,5334,42109,32768,4
6,5,128,60,5335,42109,32768,4
6,5,128,60,5336,42109,32768,4
6,5,128,60,5337,42109,32768,4
6,5,128,60,5338,42109,32768,4
6,5,128,60,5339,42109,32768,4
6,5,128,60,5340,42109,32768,4
6,5,128,60,5341,42109,32768,4
6,5,128,52,5342,42109,32768,4
6,5,128,52,5343,42109,32768,4
6,5,128,52,5344,42109,32768,4
6,5,128,52,5345,42109,32768,4
6,5,128,52,5346,42109,32768,4
6,5,128,40,5347,42109,32768,4
6,5,128,40,5348,42109,32768,4
17,5,128,115,45031,4011,95,4
17,5,128,78,59105,137,58,4
17,5,1,56,27019,5353,36,4
17,5,1,56,27020,5353,36,4
17,5,1,50,12222,65511,30,4
17,5,1,50,12223,56093,30,4
17,5,1,50,12224,65511,30,4
17,5,1,50,12225,56093,30,4
17,5,128,69,6593,63794,49,4
17,5,128,78,59106,137,58,4
6,5,128,52,11177,42110,64240,4
17,5,1,56,27021,5353,36,4
17,5,1,56,27022,5353,36,4
17,5,128,78,59107,137,58,4
17,5,128,60,6594,51665,40,4
6,5,128,40,11178,42110,517,4
6,5,128,246,11179,42110,517,4
6,5,128,40,11180,42110,517,4
6,5,128,166,11181,42110,517,4
17,5,128,60,40937,51665,40,4
17,5,128,83,45032,4011,63,4
17,5,128,75,45033,4011,55,4
6,5,128,262,33032,42024,517,4
6,5,128,40,11182,42110,516,4
6,5,128,390,11183,42110,516,4
6,5,128,602,11184,42110,516,4
17,5,128,60,6595,51665,40,4
6,5,128,41,44990,41965,516,4
17,5,128,139,45034,4011,119,4
6,5,128,52,6848,42111,65535,4
17,5,128,75,45035,4011,55,4
17,5,128,75,45036,4011,55,4
6,5,128,40,11185,42110,514,4
17,5,128,75,45037,4011,55,4
17,5,128,75,45038,4011,55,4
17,5,128,112,42003,54788,92,4
17,5,128,75,45039,4011,55,4
17,5,128,75,45040,4011,55,4
6,5,128,52,6849,42111,65535,4
17,5,128,75,45041,4011,55,4
17,5,128,67,45042,4011,47,4
17,5,128,139,45043,4011,119,4
6,5,128,52,52064,42112,65535,4
6,5,128,40,52065,42112,32768,4
6,5,128,317,52066,42112,32768,4
6,5,128,268,52067,42112,32768,4
6,5,128,394,43767,42091,1020,4
6,5,128,268,52068,42112,32768,4
6,5,128,40,43768,42091,1018,4
17,5,128,74,6596,57478,54,4
17,5,128,74,40938,57478,54,4
6,5,128,262,33033,42024,517,4
17,5,128,75,45044,4011,55,4
6,5,128,40,52069,42112,32651,4
17,5,128,83,45045,4011,63,4
17,5,128,75,45046,4011,55,4
17,5,128,75,45047,4011,55,4
6,5,128,52,29379,42113,64240,4
6,5,128,40,29380,42113,513,4
6,5,128,223,29381,42113,513,4
6,5,128,40,29382,42113,513,4
6,5,128,242,29383,42113,513,4
6,5,128,40,29384,42113,513,4
6,5,128,40,29385,42113,513,4
6,5,128,52,29386,42114,64240,4
6,5,128,40,29387,42114,513,4
6,5,128,177,29388,42114,513,4
6,5,128,325,29389,42114,511,4
6,5,128,40,29390,42114,513,4
6,5,128,40,29391,42114,513,4
6,5,128,52,29392,42115,64240,4
6,5,128,40,29393,42115,513,4
6,5,128,256,29394,42115,513,4
17,5,128,75,45048,4011,55,4
6,5,128,40,29395,42115,513,4
6,5,128,40,29396,42115,513,4
6,5,128,40,29397,42115,513,4
6,5,128,40,29398,42115,513,4
6,5,128,52,29399,42116,64240,4
6,5,128,40,29400,42116,513,4
6,5,128,251,29401,42116,513,4
6,5,128,40,29402,42116,513,4
6,5,128,40,29403,42116,513,4
6,5,128,40,29404,42116,513,4
6,5,128,52,29405,42117,64240,4
6,5,128,40,29406,42117,513,4
6,5,128,223,29407,42117,513,4
6,5,128,40,29408,42117,513,4
6,5,128,242,29409,42117,513,4
6,5,128,40,29410,42117,513,4
6,5,128,40,29411,42117,513,4
6,5,128,52,29412,42118,64240,4
6,5,128,40,29413,42118,513,4
6,5,128,177,29414,42118,513,4
6,5,128,325,29415,42118,511,4
17,5,128,139,45049,4011,119,4
6,5,128,40,29416,42118,513,4
6,5,128,40,29417,42118,513,4
6,5,128,40,29418,42118,513,4
6,5,128,52,29419,42119,64240,4
6,5,128,40,29420,42119,513,4
6,5,128,256,29421,42119,513,4
6,5,128,40,29422,42119,513,4
6,5,128,40,29423,42119,513,4
6,5,128,52,29424,42119,513,4
6,5,128,40,29425,42119,513,4
6,5,128,40,29426,42119,513,4
6,5,128,52,29427,42120,64240,4
6,5,128,40,29428,42120,513,4
6,5,128,251,29429,42120,513,4
6,5,128,262,33034,42024,517,4
6,5,128,40,29430,42120,513,4
6,5,128,40,29431,42120,513,4
6,5,128,40,29432,42120,513,4
6,5,128,40,29433,42120,513,4
6,5,128,40,29434,42120,513,4
6,5,128,52,6850,42111,65535,4
17,5,128,75,45050,4011,55,4
17,5,128,75,45051,4011,55,4
17,5,128,112,42004,54788,92,4
17,5,128,60,6597,53282,40,4
17,5,128,60,40939,53282,40,4
6,5,128,262,33035,42024,517,4
6,5,128,262,33036,42024,517,4
6,5,128,40,25239,42066,1019,4
6,5,128,262,33037,42024,517,4
17,5,128,60,6598,53282,40,4
17,5,128,62,6599,58468,42,4
17,5,128,62,40940,58468,42,4
6,5,128,52,16381,42121,65535,4
6,5,128,262,33038,42024,517,4
17,5,128,78,59108,137,58,4
17,5,1,56,27023,5353,36,4
17,5,1,56,27024,5353,36,4
17,5,1,50,12226,61129,30,4
17,5,1,50,12227,58821,30,4
6,5,128,40,16382,42121,1024,4
6,5,128,199,16383,42121,1024,4
6,5,128,1480,16384,42121,1024,4
6,5,128,1480,16385,42121,1024,4
6,5,128,65,16386,42121,1024,4
6,5,128,40,16387,42121,1022,4
17,5,1,50,12228,61129,30,4
17,5,1,50,12229,58821,30,4
6,5,128,262,33039,42024,517,4
17,5,128,78,59109,137,58,4
17,5,128,112,42005,54788,92,4
17,5,1,56,27025,5353,36,4
17,5,1,56,27026,5353,36,4
17,5,128,78,59110,137,58,4
6,5,128,52,63195,42122,64240,4
6,5,128,40,16388,42121,1022,4
6,5,128,40,63196,42122,517,4
6,5,128,45,63197,42122,517,4
6,5,128,160,63198,42122,517,4
6,5,128,262,33040,42024,517,4
6,5,128,160,63199,42122,517,4
6,5,128,40,33041,42027,513,4
6,5,128,262,33042,42024,517,4
17,5,128,83,45052,4011,63,4
6,5,128,40,5352,42072,1019,4
6,5,128,40,5353,42072,0,4
6,5,128,52,5354,42123,65535,4
6,5,128,52,5355,42123,65535,4
6,5,128,262,33043,42024,517,4
6,5,128,52,5356,42123,65535,4
6,5,128,40,5357,42123,1024,4
6,5,128,236,5358,42123,1024,4
6,5,128,52,5359,42123,1023,4
6,5,128,52,5360,42123,1023,4
6,5,128,52,5361,42123,1023,4
6,5,128,706,33044,42024,517,4
17,5,128,112,42006,54788,92,4
17,5,128,69,6600,53094,49,4
17,5,128,69,40941,53094,49,4
17,5,128,69,6601,53094,49,4
6,5,128,52,50935,42124,64240,4
6,5,128,40,50936,42124,517,4
6,5,128,219,50937,42124,517,4
17,5,128,112,42007,54788,92,4
6,5,128,40,50938,42124,517,4
6,5,128,40,50939,42124,512,4
6,5,128,262,33045,42024,517,4
17,5,128,112,42008,54788,92,4
6,5,128,52,32998,42125,65535,4
6,5,128,40,16389,42121,1022,4
6,5,128,52,32999,42125,65535,4
6,5,128,166,50940,42124,517,4
17,5,128,112,42009,54788,92,4
17,5,128,112,42010,54788,92,4
6,5,128,40,50941,42124,516,4
6,5,128,209,50942,42124,516,4
6,5,128,262,33046,42024,517,4
6,5,128,52,33000,42125,65535,4
17,5,128,73,6602,64764,53,4
17,5,128,73,40942,64764,53,4
6,5,128,40,50943,42124,515,4
6,5,128,52,62126,42126,64240,4
6,5,128,52,35973,42127,64240,4
6,5,128,40,62127,42126,517,4
6,5,128,223,62128,42126,517,4
17,5,128,67,6603,49971,47,4
6,5,128,40,35974,42127,517,4
6,5,128,744,35975,42127,517,4
17,5,128,67,40943,49971,47,4
6,5,128,40,35976,42127,512,4
6,5,128,40,35977,42127,512,4
6,5,128,40,62129,42126,517,4
6,5,128,40,35978,42127,512,4
6,5,128,40,16390,42121,1022,4
6,5,128,166,62130,42126,514,4
17,5,128,68,6604,56939,48,4
17,5,128,68,40944,56939,48,4
6,5,128,52,25240,42128,65535,4
6,5,128,52,25241,42129,65535,4
17,5,128,107,45053,4011,87,4
17,5,128,75,45054,4011,55,4
6,5,128,166,62131,42126,514,4
6,5,128,40,35979,42127,512,4
17,5,128,67,6605,49971,47,4
6,5,128,52,9085,42130,64240,4
6,5,128,193,62132,42126,513,4
6,5,128,40,9086,42130,517,4
6,5,128,244,9087,42130,517,4
6,5,128,52,62133,42126,517,4
6,5,128,52,62134,42126,517,4
6,5,128,52,62135,42126,517,4
6,5,128,52,62136,42126,517,4
6,5,128,52,62137,42126,517,4
6,5,128,60,62138,42126,517,4
6,5,128,68,62139,42126,517,4
6,5,128,76,62140,42126,517,4
6,5,128,76,62141,42126,517,4
6,5,128,76,62142,42126,517,4
6,5,128,76,62143,42126,517,4
6,5,128,76,62144,42126,517,4
6,5,128,76,62145,42126,517,4
6,5,128,76,62146,42126,517,4
6,5,128,76,62147,42126,517,4
6,5,128,76,62148,42126,517,4
6,5,128,52,9088,42130,517,4
6,5,128,76,62149,42126,517,4
6,5,128,76,62150,42126,517,4
6,5,128,76,62151,42126,517,4
6,5,128,76,62152,42126,517,4
6,5,128,76,62153,42126,517,4
6,5,128,52,25242,42128,65535,4
6,5,128,52,25243,42129,65535,4
6,5,128,76,62154,42126,517,4
6,5,128,76,62155,42126,517,4
6,5,128,76,62156,42126,517,4
6,5,128,52,9089,42130,517,4
6,5,128,68,62157,42126,517,4
6,5,128,60,62158,42126,517,4
6,5,128,68,62159,42126,517,4
6,5,128,40,25244,42129,1024,4
6,5,128,40,25245,42128,1024,4
6,5,128,242,25246,42129,1024,4
6,5,128,242,25247,42128,1024,4
6,5,128,40,9090,42130,517,4
6,5,128,68,62160,42126,517,4
6,5,128,76,62161,42126,517,4
6,5,128,166,9091,42130,517,4
6,5,128,68,62162,42126,517,4
6,5,128,40,35980,42127,512,4
6,5,128,68,62163,42126,517,4
6,5,128,52,25248,42128,1024,4
6,5,128,52,25249,42128,1024,4
6,5,128,40,25250,42129,1024,4
6,5,128,52,25251,42129,1024,4
6,5,128,60,62164,42126,517,4
6,5,128,166,9092,42130,517,4
6,5,128,52,25252,42128,1024,4
6,5,128,52,25253,42129,1019,4
6,5,128,52,62165,42126,517,4
6,5,128,210,9093,42130,516,4
6,5,128,40,9094,42130,517,4
6,5,128,233,9095,42130,517,4
6,5,128,262,33047,42024,517,4
6,5,128,358,33048,42024,517,4
6,5,128,230,9096,42130,512,4
17,5,128,75,45055,4011,55,4
6,5,128,580,33049,42024,517,4
6,5,128,231,9097,42130,517,4
6,5,128,40,25254,42128,1024,4
6,5,128,166,25255,42128,1024,4
6,5,128,127,25256,42128,1024,4
6,5,128,316,25257,42128,1024,4
6,5,128,40,9098,42130,513,4
6,5,128,52,21540,42131,64240,4
6,5,128,40,25258,42128,1022,4
6,5,128,40,25259,42128,1022,4
6,5,128,78,25260,42128,1022,4
17,5,128,76,6606,58924,56,4
17,5,128,76,40945,58924,56,4
6,5,128,40,35981,42127,512,4
6,5,128,52,47809,42132,65535,4
6,5,128,40,47810,42132,1024,4
6,5,128,254,47811,42132,1024,4
17,5,128,65,6607,53453,45,4
6,5,128,52,11868,42133,65535,4
6,5,128,52,11869,42134,65535,4
6,5,128,78,25261,42128,1022,4
6,5,128,40,11870,42133,1024,4
6,5,128,239,11871,42133,1024,4
