 ip.proto, ip.itl, ip.ttl, ip.len, ip.id/udp/tcp.sport, udp.len/tcp.window, label,type
17,5,128,75,44662,4011,55,4
17,5,128,347,44663,4011,327,4
17,5,128,347,44664,4011,327,4
17,5,128,83,44665,4011,63,4
17,5,128,75,44666,4011,55,4
17,5,128,347,44667,4011,327,4
17,5,128,75,44668,4011,55,4
17,5,128,347,44669,4011,327,4
17,5,128,75,44670,4011,55,4
17,5,128,347,44671,4011,327,4
17,5,128,56,6575,55023,36,4
6,5,128,52,32584,42086,65535,4
6,5,128,40,32585,42086,32768,4
6,5,128,366,32586,42086,32768,4
6,5,128,40,32587,42086,32768,4
6,5,128,166,32588,42086,32139,4
6,5,128,289,32589,42086,32768,4
17,5,128,75,44672,4011,55,4
6,5,128,52,32590,42086,32768,4
6,5,128,262,33003,42024,517,4
17,5,128,64,6576,55037,44,4
6,5,128,52,21915,42087,64240,4
17,5,128,75,44673,4011,55,4
17,5,128,147,44674,4011,127,4
17,5,128,75,44675,4011,55,4
6,5,128,52,32591,42086,32768,4
17,5,128,75,44676,4011,55,4
17,5,128,60,6577,64992,40,4
17,5,128,75,44677,4011,55,4
6,5,128,40,32592,42086,32768,4
17,5,128,75,44678,4011,55,4
17,5,128,112,41995,54788,92,4
17,5,128,75,44679,4011,55,4
17,5,128,75,44680,4011,55,4
17,5,128,75,44681,4011,55,4
17,5,128,60,40930,64992,40,4
17,5,128,75,44682,4011,55,4
17,5,128,75,44683,4011,55,4
17,5,128,75,44684,4011,55,4
17,5,128,83,44685,4011,63,4
17,5,128,75,44686,4011,55,4
17,5,128,75,44687,4011,55,4
17,5,128,75,44688,4011,55,4
6,5,128,40,58276,41904,0,4
17,5,128,347,44689,4011,327,4
6,5,128,40,21916,41990,514,4
17,5,128,75,44690,4011,55,4
6,5,128,40,21917,41990,514,4
6,5,128,71,21918,41990,514,4
6,5,128,40,21919,41990,514,4
6,5,128,139,43790,41931,513,4
6,5,128,40,43791,41931,512,4
6,5,128,52,21920,42087,64240,4
6,5,128,40,21921,42087,517,4
6,5,128,241,21922,42087,517,4
6,5,128,40,21923,42087,517,4
6,5,128,52,21924,42087,517,4
6,5,128,40,21925,42087,517,4
6,5,128,133,21926,42087,517,4
6,5,128,214,21927,42087,516,4
6,5,128,684,21928,42087,516,4
6,5,128,40,21929,42087,515,4
17,5,128,60,6578,64992,40,4
17,5,128,75,44691,4011,55,4
17,5,128,75,44692,4011,55,4
6,5,128,40,47458,42023,514,4
6,5,128,262,33004,42024,517,4
6,5,128,40,47459,42023,514,4
6,5,128,40,33005,42027,514,4
6,5,128,262,33006,42024,517,4
17,5,128,75,44693,4011,55,4
17,5,128,75,44694,4011,55,4
17,5,128,75,44695,4011,55,4
17,5,128,75,44696,4011,55,4
17,5,128,75,44697,4011,55,4
17,5,128,75,44698,4011,55,4
17,5,128,75,44699,4011,55,4
17,5,128,75,44700,4011,55,4
17,5,4,165,11042,59627,145,4
17,5,128,75,44701,4011,55,4
17,5,128,75,44702,4011,55,4
17,5,128,67,44703,4011,47,4
17,5,128,195,44704,4011,175,4
17,5,128,91,44705,4011,71,4
17,5,128,83,44706,4011,63,4
6,5,128,52,60982,42090,64240,4
17,5,128,75,44707,4011,55,4
17,5,128,75,44708,4011,55,4
17,5,128,75,44709,4011,55,4
17,5,128,75,44710,4011,55,4
17,5,128,75,44711,4011,55,4
17,5,128,75,44712,4011,55,4
17,5,128,75,44713,4011,55,4
17,5,128,75,44714,4011,55,4
17,5,128,75,44715,4011,55,4
17,5,128,75,44716,4011,55,4
17,5,128,75,44717,4011,55,4
17,5,128,75,44718,4011,55,4
17,5,128,75,44719,4011,55,4
17,5,128,75,44720,4011,55,4
17,5,128,75,44721,4011,55,4
17,5,128,75,44722,4011,55,4
17,5,128,75,44723,4011,55,4
17,5,128,347,44724,4011,327,4
6,5,128,40,25747,42071,32652,4
17,5,128,61,6579,61516,41,4
6,5,128,40,25748,42071,32652,4
17,5,128,347,44725,4011,327,4
17,5,128,75,44726,4011,55,4
6,5,128,40,5351,42072,1019,4
17,5,128,75,44727,4011,55,4
17,5,128,75,44728,4011,55,4
17,5,128,78,59099,137,58,4
17,5,128,64,6580,51664,44,4
17,5,1,56,27009,5353,36,4
17,5,1,56,27010,5353,36,4
17,5,1,50,12213,59125,30,4
17,5,1,50,12214,59662,30,4
17,5,1,50,12215,59125,30,4
17,5,1,50,12216,59662,30,4
17,5,128,75,44729,4011,55,4
17,5,128,75,44730,4011,55,4
17,5,128,61,40931,61516,41,4
17,5,128,78,59100,137,58,4
17,5,4,165,11043,59627,145,4
17,5,128,75,44731,4011,55,4
17,5,1,56,27011,5353,36,4
17,5,1,56,27012,5353,36,4
17,5,128,75,44732,4011,55,4
17,5,128,75,44733,4011,55,4
17,5,128,78,59101,137,58,4
6,5,128,41,44987,41965,516,4
17,5,128,75,44734,4011,55,4
6,5,128,40,37860,41951,0,4
6,5,128,52,60983,42090,64240,4
17,5,128,75,44735,4011,55,4
17,5,128,75,44736,4011,55,4
17,5,128,75,44737,4011,55,4
17,5,128,75,44738,4011,55,4
17,5,128,75,44739,4011,55,4
17,5,128,75,44740,4011,55,4
17,5,128,75,44741,4011,55,4
17,5,128,75,44742,4011,55,4
17,5,128,75,44743,4011,55,4
17,5,128,75,44744,4011,55,4
17,5,128,75,44745,4011,55,4
17,5,128,75,44746,4011,55,4
6,5,128,262,33007,42024,517,4
17,5,128,75,44747,4011,55,4
17,5,128,75,44748,4011,55,4
17,5,128,75,44749,4011,55,4
17,5,128,75,44750,4011,55,4
6,5,128,41,44988,41965,516,4
17,5,128,75,44751,4011,55,4
17,5,128,75,44752,4011,55,4
17,5,128,75,44753,4011,55,4
17,5,128,75,44754,4011,55,4
17,5,128,75,44755,4011,55,4
17,5,128,75,44756,4011,55,4
17,5,128,75,44757,4011,55,4
17,5,128,75,44758,4011,55,4
17,5,128,75,44759,4011,55,4
17,5,128,75,44760,4011,55,4
17,5,128,112,41996,54788,92,4
17,5,128,75,44761,4011,55,4
17,5,128,75,44762,4011,55,4
17,5,128,347,44763,4011,327,4
17,5,128,347,44764,4011,327,4
17,5,128,347,44765,4011,327,4
17,5,128,211,44766,4011,191,4
17,5,255,105,27013,5353,85,4
6,5,128,41,44989,41965,516,4
17,5,4,165,11044,59627,145,4
6,5,128,40,60984,42090,513,4
6,5,128,222,60985,42090,512,4
17,5,128,75,44767,4011,55,4
6,5,128,194,60986,42090,512,4
17,5,128,75,44768,4011,55,4
6,5,128,40,60987,42090,511,4
6,5,128,40,60988,42090,511,4
6,5,128,40,37861,41949,0,4
17,5,128,75,44769,4011,55,4
17,5,128,75,44770,4011,55,4
17,5,128,75,44771,4011,55,4
17,5,128,75,44772,4011,55,4
17,5,128,75,44773,4011,55,4
17,5,128,75,44774,4011,55,4
17,5,128,75,44775,4011,55,4
6,5,128,40,37862,41991,0,4
17,5,128,75,44776,4011,55,4
17,5,128,75,44777,4011,55,4
17,5,128,75,44778,4011,55,4
17,5,128,75,44779,4011,55,4
17,5,128,75,44780,4011,55,4
17,5,128,75,44781,4011,55,4
17,5,128,75,44782,4011,55,4
17,5,128,75,44783,4011,55,4
17,5,128,75,44784,4011,55,4
17,5,128,75,44785,4011,55,4
17,5,128,75,44786,4011,55,4
17,5,128,75,44787,4011,55,4
17,5,128,75,44788,4011,55,4
17,5,128,75,44789,4011,55,4
17,5,128,75,44790,4011,55,4
17,5,128,75,44791,4011,55,4
17,5,128,75,44792,4011,55,4
17,5,128,75,44793,4011,55,4
17,5,128,75,44794,4011,55,4
17,5,128,75,44795,4011,55,4
17,5,128,83,44796,4011,63,4
17,5,128,75,44797,4011,55,4
17,5,128,75,44798,4011,55,4
17,5,4,165,11045,59627,145,4
17,5,128,62,6581,63833,42,4
6,5,128,52,43757,42091,65535,4
6,5,128,262,33008,42024,517,4
6,5,128,358,33009,42024,517,4
17,5,128,75,44799,4011,55,4
17,5,128,67,44800,4011,47,4
17,5,128,75,44801,4011,55,4
17,5,128,75,44802,4011,55,4
6,5,128,52,52053,42092,65535,4
6,5,128,40,43758,42091,1024,4
6,5,128,208,43759,42091,1024,4
6,5,128,40,52054,42092,32768,4
6,5,128,317,52055,42092,32768,4
6,5,128,268,52056,42092,32768,4
6,5,128,40,52057,42092,32651,4
6,5,128,40,43760,42091,1024,4
6,5,128,40,43761,42091,1024,4
6,5,128,166,43762,42091,1024,4
17,5,128,75,44803,4011,55,4
6,5,128,40,4817,42026,511,4
17,5,128,75,44804,4011,55,4
6,5,128,40,4818,42026,511,4
17,5,128,75,44805,4011,55,4
17,5,128,75,44806,4011,55,4
17,5,128,75,44807,4011,55,4
17,5,128,75,44808,4011,55,4
17,5,128,75,44809,4011,55,4
17,5,128,75,44810,4011,55,4
17,5,128,75,44811,4011,55,4
17,5,128,75,44812,4011,55,4
17,5,128,75,44813,4011,55,4
17,5,128,75,44814,4011,55,4
17,5,128,75,44815,4011,55,4
17,5,128,75,44816,4011,55,4
17,5,128,75,44817,4011,55,4
17,5,128,75,44818,4011,55,4
17,5,128,75,44819,4011,55,4
17,5,128,75,44820,4011,55,4
17,5,128,75,44821,4011,55,4
17,5,128,75,44822,4011,55,4
17,5,128,75,44823,4011,55,4
17,5,128,75,44824,4011,55,4
17,5,128,75,44825,4011,55,4
17,5,128,75,44826,4011,55,4
17,5,128,75,44827,4011,55,4
17,5,128,75,44828,4011,55,4
17,5,128,75,44829,4011,55,4
17,5,128,75,44830,4011,55,4
17,5,128,75,44831,4011,55,4
17,5,128,75,44832,4011,55,4
17,5,128,75,44833,4011,55,4
17,5,128,75,44834,4011,55,4
17,5,128,75,44835,4011,55,4
17,5,128,75,44836,4011,55,4
17,5,128,75,44837,4011,55,4
17,5,128,75,44838,4011,55,4
17,5,128,75,44839,4011,55,4
17,5,128,75,44840,4011,55,4
17,5,128,75,44841,4011,55,4
17,5,4,165,11046,59627,145,4
6,5,128,166,43763,42091,1024,4
6,5,128,40,37863,41971,0,4
17,5,128,83,44842,4011,63,4
17,5,255,285,27014,5353,265,4
17,5,128,112,41997,54788,92,4
6,5,128,262,33010,42024,517,4
17,5,128,75,44843,4011,55,4
17,5,128,75,44844,4011,55,4
6,5,128,262,33011,42024,517,4
17,5,4,165,11047,59627,145,4
17,5,128,75,44845,4011,55,4
17,5,128,75,44846,4011,55,4
17,5,128,75,44847,4011,55,4
17,5,128,75,44848,4011,55,4
17,5,128,75,44849,4011,55,4
17,5,128,75,44850,4011,55,4
6,5,128,139,43792,41964,514,4
6,5,128,40,43793,41964,513,4
6,5,128,40,43764,42091,1023,4
6,5,128,406,43765,42091,1023,4
6,5,128,40,43766,42091,1020,4
17,5,128,86,6582,62061,66,4
6,5,128,318,52058,42092,32651,4
6,5,128,1480,52059,42092,32651,4
6,5,128,1108,52060,42092,32651,4
17,5,128,75,44851,4011,55,4
6,5,128,40,52061,42092,32768,4
6,5,128,52,21930,42093,64240,4
6,5,128,40,21931,42093,517,4
6,5,128,223,21932,42093,517,4
6,5,128,52,21933,42093,517,4
6,5,128,40,21934,42093,517,4
6,5,128,133,21935,42093,517,4
6,5,128,214,21936,42093,516,4
6,5,128,207,21937,42093,516,4
17,5,128,75,44852,4011,55,4
17,5,128,75,44853,4011,55,4
17,5,128,75,44854,4011,55,4
6,5,128,40,21938,42093,514,4
6,5,128,40,25238,42066,1019,4
6,5,128,40,37864,42011,0,4
6,5,128,262,33012,42024,517,4
17,5,128,75,44855,4011,55,4
17,5,128,75,44856,4011,55,4
17,5,128,75,44857,4011,55,4
17,5,128,75,44858,4011,55,4
17,5,128,75,44859,4011,55,4
17,5,128,75,44860,4011,55,4
6,5,128,262,33013,42024,517,4
17,5,128,75,44861,4011,55,4
17,5,128,75,44862,4011,55,4
17,5,128,75,44863,4011,55,4
17,5,128,75,44864,4011,55,4
17,5,128,75,44865,4011,55,4
17,5,128,75,44866,4011,55,4
17,5,128,75,44867,4011,55,4
17,5,128,75,44868,4011,55,4
17,5,128,75,44869,4011,55,4
17,5,128,75,44870,4011,55,4
6,5,128,262,33014,42024,517,4
17,5,128,75,44871,4011,55,4
17,5,128,75,44872,4011,55,4
6,5,128,262,33015,42024,517,4
17,5,128,75,44873,4011,55,4
17,5,128,75,44874,4011,55,4
6,5,128,262,33016,42024,517,4
17,5,128,112,41998,54788,92,4
17,5,128,75,44875,4011,55,4
17,5,128,75,44876,4011,55,4
17,5,128,75,44877,4011,55,4
17,5,128,75,44878,4011,55,4
17,5,128,75,44879,4011,55,4
17,5,128,75,44880,4011,55,4
17,5,128,75,44881,4011,55,4
17,5,128,75,44882,4011,55,4
17,5,128,75,44883,4011,55,4
17,5,128,75,44884,4011,55,4
17,5,128,75,44885,4011,55,4
17,5,128,75,44886,4011,55,4
17,5,128,75,44887,4011,55,4
17,5,128,75,44888,4011,55,4
17,5,128,75,44889,4011,55,4
17,5,128,75,44890,4011,55,4
17,5,128,75,44891,4011,55,4
17,5,128,75,44892,4011,55,4
17,5,128,75,44893,4011,55,4
17,5,128,75,44894,4011,55,4
17,5,128,75,44895,4011,55,4
17,5,128,75,44896,4011,55,4
17,5,128,75,44897,4011,55,4
17,5,128,75,44898,4011,55,4
17,5,128,75,44899,4011,55,4
17,5,128,75,44900,4011,55,4
17,5,128,75,44901,4011,55,4
