 ip.proto, ip.itl, ip.ttl, ip.len, ip.id/udp/tcp.sport, udp.len/tcp.window, label,type
6,5,128,52,36030,42080,64240,0
6,5,128,40,36031,42080,513,0
6,5,128,223,36032,42080,513,0
6,5,128,40,63166,42079,0,0
6,5,128,40,36033,42080,513,0
6,5,128,40,36034,42080,513,0
6,5,128,52,36035,42081,64240,0
6,5,128,40,36036,42081,513,0
6,5,128,242,36037,42081,513,0
6,5,128,40,36038,42081,512,0
