 ip.proto, ip.itl, ip.ttl, ip.len, ip.id/udp/tcp.sport, udp.len/tcp.window, label,type
6,5,64,1500,53840,49152,1386,0
6,5,64,1500,53841,49152,1386,0
6,5,64,1500,53842,49152,1386,0
6,5,64,1500,53843,49152,1386,0
6,5,64,1500,53844,49152,1386,0
6,5,64,1500,53845,49152,1386,0
6,5,64,1500,53846,49152,1386,0
6,5,64,1500,53847,49152,1386,0
6,5,64,1500,53848,49152,1386,0
6,5,128,40,36057,42084,513,0
