 ip.proto, ip.itl, ip.ttl, ip.len, ip.id/udp/tcp.sport, udp.len/tcp.window, label,type
17,5,255,181,2217,5353,161,0
2,6,1,32,678,0,0,0
17,5,255,181,47414,5353,161,0
17,5,255,181,41735,5353,161,0
17,5,255,140,51151,5353,120,0
17,5,255,237,64063,5353,217,0
17,5,255,399,8024,5353,379,0
17,5,255,399,10206,5353,379,0
17,5,255,237,8720,5353,217,0
17,5,255,159,56739,5353,139,0
