 ip.proto, ip.itl, ip.ttl, ip.len, ip.id/udp/tcp.sport, udp.len/tcp.window, label,type
17,5,1,149,55787,53204,129,0
17,5,1,149,56177,53204,129,0
17,5,64,49,57499,60002,29,0
17,5,64,49,57500,60002,29,0
17,5,64,49,57501,60002,29,0
17,5,64,49,57502,60002,29,0
17,5,64,49,57503,60002,29,0
17,5,64,49,57504,60002,29,0
17,5,64,49,57505,60002,29,0
17,5,64,49,57506,60002,29,0
